pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,order_timestamp,distance_km,merchant_prep_time_min,active_driver_ratio,rain_level_mm_hr,total_delivery_time_min
40.77628499535539,-73.99011981257607,40.736673556004185,-73.96912416312854,2026-03-23 02:06:34,4.746348522415617,23.536789148381054,1.6794992535375788,0.0,46.99141157483745
40.75406074945901,-73.98624295663092,40.73296103652027,-74.00185361179457,2026-03-25 09:17:41,2.6896337672609896,12.166819781233256,0.1176957172778218,0.0,56.41024572235547
40.78156909883352,-73.98284967924944,40.76982853070767,-73.95886160639193,2026-03-25 13:18:53,2.4050675723311787,7.667537345199244,0.4595402652351308,0.0,32.981310713854064
40.812206044974275,-73.95195984884239,40.815199423192766,-73.9531823633544,2026-03-22 23:43:05,0.3483862158219811,8.470578311597983,0.25905659094851663,0.0,27.952784876514343
40.75070463188468,-74.01125260579704,40.77118787841682,-73.9941295420222,2026-03-28 08:15:25,2.695821061610101,20.969461551514073,1.2296930388339713,0.0,44.11424544058871
40.75070520650677,-74.01472214470294,40.76458792537421,-74.03006838401669,2026-03-05 22:07:02,2.013387980402377,11.3646565753778,1.004793596674801,0.0,21.593069395644324
40.814172448542756,-73.941818309025,40.79058595257381,-73.98115521078901,2026-03-13 19:57:44,4.223913035348222,20.552424852239255,0.17758223158388875,0.0,61.77506820851584
40.78576021552035,-74.00129256596585,40.77832597027704,-74.03426876353379,2026-03-11 13:14:26,2.8969371553359817,12.544632016889096,1.0182243769625505,0.0,27.170036084363684
40.74246839649227,-74.0293062373752,40.74399590826632,-73.9792481906706,2026-03-09 06:44:52,4.2206070262456175,7.482979280570364,1.9706656978784975,0.0,29.60462112069522
40.77788960152551,-74.0020795479735,40.77264545903658,-74.01403835393373,2026-03-03 01:30:06,1.1636457769811308,7.162088675226559,1.1597371425894163,0.0,22.046198634508517
40.74268038075156,-73.99665184573354,40.73729447623419,-73.9747286844759,2026-03-20 02:58:55,1.941693882917412,17.029612654406442,1.7569475937760426,0.0,32.51412077608034
40.74259945862504,-73.9306763045296,40.70814459213195,-73.9566314302665,2026-03-17 10:40:00,4.41157474901662,8.855106952627862,0.05,0.0,53.096606648868246
40.767368679504806,-73.95273108256681,40.74431399648201,-73.94915398809415,2026-03-30 16:33:28,2.5812090457843,26.08260940111261,1.813941452411125,0.0,45.55309996328843
40.691935191436976,-73.94493677841787,40.68387639445419,-73.9379686340593,2026-03-01 22:35:37,1.0715303426959315,7.3854162355523165,1.1604496923833614,0.0,16.312723526989043
40.69852787586204,-73.95640092251787,40.63666336236314,-73.89967268229584,2026-03-12 12:08:59,8.379312629911757,8.944956677057007,1.1259246593407901,0.0,47.72210911916459
40.739219936476566,-73.95198147149347,40.752032822876764,-73.95833864626886,2026-03-21 11:09:10,1.5220579293834822,17.254278050741434,0.36171442847223845,0.0,41.71622888037822
40.723450910788294,-74.00918287443031,40.69599732879407,-74.02340823541213,2026-03-13 18:51:30,3.2797333301032845,26.40255463766564,0.4883968268466542,0.0,64.57699494176508
